	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_1.10_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_1.10_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_1.10_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_2.11_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_2.11_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_2.11_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_3.12_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_3.12_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_3.12_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_4.13_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_4.13_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_180_5_x_30_sec_Rep_4.13_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_1.0_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_1.0_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_1.0_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_2.1_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_2.1_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_2.1_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_4.3_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_4.3_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_4.3_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_5.4_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_5.4_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_5.4_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_1.5_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_1.5_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_1.5_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_2.6_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_2.6_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_2.6_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_3.7_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_3.7_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_3.7_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_4.8_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_4.8_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_4.8_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_5.9_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_5.9_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_6x4_5_x_30_sec_Rep_5.9_148_1481Hz.c3d
270	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750			1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750	1.815750	270.000000	1.815750
271	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500			1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500	1.822500	271.000000	1.822500
272	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250			1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250	1.829250	272.000000	1.829250
273	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000			1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000	1.836000	273.000000	1.836000
274	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750			1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750	1.842750	274.000000	1.842750
275	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500			1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500	1.849500	275.000000	1.849500
276	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250			1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250	1.856250	276.000000	1.856250
277	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000			1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000	1.863000	277.000000	1.863000
278	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750			1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750	1.869750	278.000000	1.869750
279	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500			1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500	1.876500	279.000000	1.876500
280	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250			1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250	1.883250	280.000000	1.883250
281	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000			1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000	1.890000	281.000000	1.890000
282	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750			1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750	1.896750	282.000000	1.896750
283	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500			1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500	1.903500	283.000000	1.903500
284	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250			1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250	1.910250	284.000000	1.910250
285	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000			1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000	1.917000	285.000000	1.917000
286	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750			1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750	1.923750	286.000000	1.923750
287	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500			1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500	1.930500	287.000000	1.930500
288	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250			1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250	1.937250	288.000000	1.937250
289	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000			1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000	1.944000	289.000000	1.944000
290	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750			1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750	1.950750	290.000000	1.950750
291	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500			1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500	1.957500	291.000000	1.957500
292	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250			1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250	1.964250	292.000000	1.964250
293	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000			1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000	1.971000	293.000000	1.971000
294	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750			1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750	1.977750	294.000000	1.977750
295	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500			1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500	1.984500	295.000000	1.984500
296	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250			1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250	1.991250	296.000000	1.991250
297	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000			1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000	1.998000	297.000000	1.998000
298	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750			2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750	2.004750	298.000000	2.004750
299	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500			2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500	2.011500	299.000000	2.011500
300	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250			2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250	2.018250	300.000000	2.018250
301	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000			2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000	2.025000	301.000000	2.025000
302	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750			2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750	2.031750	302.000000	2.031750
303	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500			2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500	2.038500	303.000000	2.038500
304	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250			2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250	2.045250	304.000000	2.045250
305	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000			2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000	2.052000	305.000000	2.052000
306	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750			2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750	2.058750	306.000000	2.058750
307	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500			2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500	2.065500	307.000000	2.065500
308	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250			2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250	2.072250	308.000000	2.072250
309	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000			2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000	2.079000	309.000000	2.079000
310	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750			2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750	2.085750	310.000000	2.085750
311	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500			2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500	2.092500	311.000000	2.092500
